低楼层，南北通透，户型好，采光好！,青年东路5号院,文化西路,3室1厅 ,74.68, 南 北 , 简装 ,5, 板楼,22, 1个月以前发布,1920000.0,"25,710元/平",VR看装修 房本满五年 随时看房 
三室两厅两卫，两室一厅朝阳，采光好，带车位地下室,历山名郡,文化西路,3室2厅 ,191.08, 南 北 , 精装 ,11, 板楼,21, 3个月以前发布,7900000.0,"41,344元/平",VR房源 房本满五年 
泉城广场 花园洋房 环境优美 三室朝阳,历山名郡,文化西路,3室2厅 ,168.36, 北 南 , 精装 ,11, 板楼,25, 6个月以前发布,7000000.0,"41,578元/平",VR看装修 房本满两年 
靠地铁！证满两年！带车位！带地下室！中间楼层！历下,盛福花园,盛福,2室2厅 ,72.52, 南 北 , 简装 ,6, 板楼,30,17,1200000.0,"16,548元/平",VR房源 房本满两年 
上燕山 有客厅 精装修 带小房 诚心卖 无记录,燕子山小区东路,甸柳,3室1厅 ,88.84, 南 北 , 其他 ,6, 板楼,16,21,2550000.0,"28,704元/平",VR看装修 房本满五年 
产权清晰 户型方正好用 采光视野好 不临街 安静,甸柳七区,甸柳,3室1厅 ,87.66, 南 北 , 简装 ,5, 板楼,7,19,2050000.0,"23,386元/平",VR看装修 房本满五年 
青后三区单位宿舍  进出方便  采光好,青后小区三区,青后,2室1厅 ,62.96, 南 北 , 精装 ,6, 板楼,6,13,1680000.0,"26,684元/平",VR房源 房本满五年 
燕子山小区东区 3室1厅 南 北,燕子山小区东区,文化东路,3室1厅 ,84.87, 南 北 , 简装 ,6, 板楼,9,15,2260000.0,"26,629元/平",VR看装修 房本满五年 
万科中间楼层 全屋精装 无遮挡 视野好 拎包入住,济南万科城,化纤厂路,3室2厅 ,110.27, 南 北 , 精装 ,34, 板楼,4,12,2580000.0,"23,398元/平",近地铁 VR看装修 房本满两年 
急售广播电视大学宿舍  税少 停车看房方便  4楼,舜耕路2至12号,千佛山,2室2厅 ,66.65, 南 北 , 简装 ,5, 板楼,9,10,1490000.0,"22,356元/平",VR看装修 房本满两年 
泉城公园南邻济南职业学院宿舍 低楼层,舜耕路14号,千佛山,4室2厅 ,151.67, 南 北 , 精装 ,3, 板楼,205, 一年前发布,3690000.0,"24,330元/平",VR看装修 房本满五年 随时看房 
山师东路19号院 3室1厅 南 北,山师东路19号院,文化东路,3室1厅 ,72.86, 南 北 , 简装 ,5, 板楼,11, 1个月以前发布,1500000.0,"20,588元/平",VR看装修 房本满五年 随时看房 
CBD北+万科城精装三室+证满两年+R3地铁,济南万科城,化纤厂路,3室2厅 ,96.13, 南 , 精装 ,34, 板楼,12, 3个月以前发布,2170000.0,"22,574元/平",近地铁 VR看装修 房本满两年 随时看房 
保利大明湖商品房诚心出售！采光好,保利大明湖,大明湖站,2室1厅 ,80.96, 南 北 , 精装 ,11, 板楼,15, 2个月以前发布,1980000.0,"24,457元/平",近地铁 VR看装修 房本满五年 随时看房 
成熟小区，单位宿舍，出行方便，大院传达,东舍坊街118,佛山街,2室2厅 ,80.89, 南 北 , 简装 ,5, 板楼,5, 3个月以前发布,1640000.0,"20,275元/平",VR看装修 房本满五年 随时看房 
二环东 党校宿舍 环境好 停车方便 中间楼层,山东行政学院宿舍,燕山,3室1厅 ,87.05, 南 北 , 简装 ,5, 板楼,11, 1个月以前发布,2330000.0,"26,767元/平",VR看装修 房本满五年 随时看房 
历下区 BDR3旁.   万科精装房.,济南万科城,化纤厂路,3室2厅 ,96.0, 南 , 精装 ,34, 板楼,17, 1个月以前发布,2130000.0,"22,188元/平",近地铁 VR看装修 房本满两年 随时看房 
历山路，商贸宿舍，三室朝阳，全明户型，带储藏室,历山路8号院,大明湖站,3室2厅 ,120.0, 南 北 , 简装 ,6, 板楼,19, 一年前发布,1880000.0,"15,667元/平",VR看装修 房本满五年 随时看房 
桂花园多层洋房，位置安静，采光好，有车位地下室,海尔绿城全运村桂花园,奥体中心,3室2厅 ,147.87, 南 北 , 精装 ,5, 板楼,66, 1个月以前发布,4300000.0,"29,080元/平",近地铁 VR看装修 房本满五年 随时看房 
：全屋精装修，楼层好 采光好，配套齐全！,绿城百合花园,盛福,3室2厅 ,106.4, 南 , 精装 ,20, 板楼,85, 6个月以前发布,2250000.0,"21,147元/平",VR看装修 房本满两年 随时看房 
诚心卖！诚心卖！齐鲁医院 单位宿舍 南北通透,南圩门外街,文化西路,3室1厅 ,80.0, 南 北 , 简装 ,5, 板楼,54, 5个月以前发布,1830000.0,"22,875元/平",VR看装修 房本满五年 随时看房 
总价低 单价低  纯燕山 3室 楼层好，好停车  看房方便,山大路238,文化东路,3室2厅 ,75.82, 南 北 , 简装 ,5, 板楼,12, 5个月以前发布,1650000.0,"21,763元/平",VR看装修 房本满五年 随时看房 
东山墅 多层电梯洋房 人车分流 天然氧吧社区,东山墅,旅游路,3室2厅 ,124.32, 南 , 精装 ,6, 板楼,29, 一年前发布,3750000.0,"30,165元/平",VR看装修 房本满两年 随时看房 
燕山立交桥东 采光好，带家具家电，不临街不靠路,名士豪庭2区,浆水泉区,2室1厅 ,84.82, 南 , 简装 ,18, 板楼,59, 10个月以前发布,2060000.0,"24,287元/平",VR看装修 房本满两年 随时看房 
经典户型 精装修婚房未住过 随时可看 采光充足,财富中心,银座花园,3室2厅 ,100.88, 南 北 , 精装 ,32, 板楼,20, 5个月以前发布,3200000.0,"31,721元/平",VR看装修 房本满两年 随时看房 
商品房，户型方正，采光没有遮挡，上燕山，楼层安静,山大路238,文化东路,2室1厅 ,71.27, 南 北 , 简装 ,5, 板楼,104, 5个月以前发布,1310000.0,"18,381元/平",VR看装修 房本满五年 随时看房 
历下区  户型方正 业主诚心卖 看房方便 价格能谈,尚品燕园,盛福,3室2厅 ,102.2, 南 , 精装 ,25, 板楼,12,13,1870000.0,"18,298元/平",近地铁 VR看装修 随时看房 
历下区经典两居，一室一厅朝阳，户型方正，看房方便,祥泰森林河湾,化纤厂路,2室1厅 ,86.65, 南 北 , 精装 ,25, 板楼,79, 一年前发布,1480000.0,"17,081元/平",VR看装修 房本满五年 随时看房 
业主诚意出售，价格可聊，带地下室，南北通透,名士豪庭1区,浆水泉区,3室2厅 ,130.67, 南 北 , 简装 ,18, 板楼,161, 11个月以前发布,3100000.0,"23,724元/平",VR看装修 房本满五年 随时看房 
房子位置好 视野太棒了 免高税 精装修,名士豪庭2区,浆水泉区,3室2厅 ,140.49, 南 北 , 精装 ,18, 板楼,18, 1个月以前发布,4080000.0,"29,042元/平",VR看装修 房本满五年 随时看房 
文化东路，三箭吉祥苑，三室两厅，电梯四楼，南北通透,三箭吉祥苑,甸柳,3室2厅 ,138.11, 北 南 , 精装 ,12, 板楼,13, 一年前发布,3720000.0,"26,936元/平",VR看装修 房本满五年 随时看房 
房子满五年，中间楼层，采光无遮挡，户型方正,名士豪庭1区,浆水泉区,3室1厅 ,142.55, 南 北 , 精装 ,30, 板楼,21, 3个月以前发布,3500000.0,"24,553元/平",VR看装修 房本满五年 随时看房 
带地下室 万科精装 南北通透  楼层好采光佳 诚意出售,万科金域华府,凤山路,3室2厅 ,98.43, 南 北 , 精装 ,33, 板楼,18, 5个月以前发布,2050000.0,"20,827元/平",VR看装修 房本满两年 随时看房 
南北通透  精装修  楼层好 采光好,名士豪庭1区,浆水泉区,3室2厅 ,133.15, 南 北 , 精装 ,18, 板楼,42, 5个月以前发布,3700000.0,"27,789元/平",VR看装修 房本满五年 随时看房 
精装婚房，采光好，楼层好，不沿街,枫润山居,茂岭山,2室2厅 ,71.67, 南 北 , 简装 ,7, 板楼,26, 4个月以前发布,1380000.0,"19,255元/平",VR看装修 房本满两年 随时看房 
尚品燕园精装三室+看房方便+采光好+不沿街+着急出售,尚品燕园,盛福,3室1厅 ,110.04, 南 , 精装 ,25, 板楼,99, 11个月以前发布,1820000.0,"16,540元/平",近地铁 VR看装修 房本满两年 随时看房 
山师东路 安静楼层好 配套全 三室 户型好用 文东燕山,师东小区,文化东路,3室2厅 ,111.62, 南 , 简装 ,7, 板楼,45, 一年前发布,2190000.0,"19,621元/平",VR看装修 房本满五年 随时看房 
户型好，采光好，户型好，小区环境好,枫润山居,茂岭山,2室2厅 ,82.53, 南 北 , 简装 ,7, 板楼,24, 3个月以前发布,1360000.0,"16,479元/平",VR看装修 房本满五年 随时看房 
必看！历下片区双地铁+满两年+总价低+全明户型,尚品燕园,盛福,2室1厅 ,80.46, 南 北 , 简装 ,25, 板楼,19, 6个月以前发布,1390000.0,"17,276元/平",近地铁 VR看装修 房本满两年 随时看房 
房子带30平院 房主诚心出售 正规两室一厅,山大南路69-2号,山大路,2室1厅 ,66.26, 南 , 简装 ,5, 板楼,41, 一年前发布,1360000.0,"20,526元/平",VR房源 房本满五年 随时看房 
房主诚心出售 看房随时 房子有钥匙,绿景嘉园,山大路,3室2厅 ,146.59, 南 北 , 简装 ,11, 板塔结合,18, 2个月以前发布,3350000.0,"22,853元/平",VR房源 房本满五年 随时看房 
此房有证，楼层好，视野宽阔，配套齐全,盛福花园,盛福,2室1厅 ,61.0, 南 , 精装 ,6, 板楼,25, 6个月以前发布,1055000.0,"17,296元/平",VR看装修 房本满两年 随时看房 
紫御东郡精装两室+随时看房+全天采光+不沿街+着急出售,中海紫御东郡,盛福,2室1厅 ,79.11, 南 , 精装 ,31, 板楼,44, 1个月以前发布,1320000.0,"16,686元/平",近地铁 VR看装修 房本满五年 随时看房 
历下区温馨精装万科物业品质三居 泉东之门一路之隔,万科金域华府,凤山路,3室2厅 ,96.59, 南 北 , 精装 ,31, 板楼,13, 2个月以前发布,2100000.0,"21,742元/平",VR看装修 房本满两年 随时看房 
历下区小两居，总价低，环境好！,御华嘉苑,化纤厂路,2室2厅 ,89.66, 南 , 毛坯 ,17, 板楼,22, 4个月以前发布,1550000.0,"17,288元/平",VR看装修 房本满两年 随时看房 
和平路 一楼 双气 业主诚心出售 价格好谈,和平路29,历东,3室2厅 ,79.0, 南 北 , 简装 ,5, 板楼,7, 4个月以前发布,1980000.0,"25,064元/平",VR看装修 房本满五年 随时看房 
司里街小区北区  中间楼层  双气  南向 诚意出售,司里街小区北区,泉城路,1室1厅 ,39.8, 南 , 简装 ,5, 板楼,151, 2个月以前发布,1120000.0,"28,141元/平",VR房源 房本满两年 随时看房 
浆水泉路大三居 精装修九楼 南北通透 位置安静,正大城市花园景苑,燕山,3室2厅 ,158.77, 南 北 , 精装 ,12, 板楼,40, 4个月以前发布,3700000.0,"23,305元/平",VR房源 房本满五年 随时看房 
历下区凯旋公馆花园小区万科保利商圈 精装修,凯旋公馆,化纤厂路,2室2厅 ,91.73, 南 北 , 精装 ,27, 板楼,28, 9个月以前发布,1798000.0,"19,602元/平",VR看装修 房本满五年 随时看房 
带8平地下室！历下区 孩子上学方便  正规两室 采光好,中海紫御东郡,盛福,2室2厅 ,84.24, 南 北 , 精装 ,32, 板楼,47, 3个月以前发布,1460000.0,"17,332元/平",VR看装修 房本满五年 随时看房 
三楼 有地下室历下区 总价低生活成本低,科苑小区北区,祝甸,2室2厅 ,84.35, 南 北 , 简装 ,6, 板楼,38,18,1180000.0,"13,990元/平",VR看装修 
无记录 ，采光充足，交通便利，单位大院，停车方便,甸柳一区,甸柳,2室1厅 ,56.08, 南 北 , 简装 ,5, 板楼,6, 1个月以前发布,1890000.0,"33,702元/平",VR看装修 房本满五年 
房主诚心出售 房子利用率高 楼层好 采光好,保利大明湖,大明湖站,3室1厅 ,77.43, 东北 , 精装 ,13, 板楼,93, 8个月以前发布,1630000.0,"21,052元/平",近地铁 VR看装修 房本满五年 
甸柳八区 2室一厅 南北通透 采光好 楼层低 文化东路,甸柳八区,甸柳,2室1厅 ,66.28, 南 北 , 精装 ,6, 板楼,7, 5个月以前发布,1570000.0,"23,688元/平",VR房源 房本满五年 
店长推荐：甸柳 燕山低总价  两室朝阳,甸柳七区,甸柳,2室1厅 ,60.44, 南 , 简装 ,6, 板楼,40, 7个月以前发布,1220000.0,"20,186元/平",VR看装修 房本满五年 
山大辅仁片区 多层电梯洋房 中间楼层 采光好,红山圣都,浆水泉区,2室2厅 ,90.0, 南 , 简装 ,7, 板楼,19, 1个月以前发布,2390000.0,"26,556元/平",VR看装修 随时看房 
此房有，楼层好，视野宽阔，配套齐,盛福花园,盛福,2室1厅 ,73.59, 南 , 毛坯 ,6, 板楼,21, 6个月以前发布,1130000.0,"15,356元/平",VR看装修 随时看房 
省直大院 房龄新 楼层合适 看房方便,解放路9号,甸柳,3室2厅 ,90.69, 南 北 , 简装 ,5, 板楼,55, 一年前发布,2280000.0,"25,141元/平",VR看装修 随时看房 
万豪 loft结构 小户型 出行便利 配套齐全,万豪中心,文化东路,2室1厅 ,39.0, 东 , 简装 ,14, 塔楼,13, 3个月以前发布,900000.0,"23,077元/平",VR房源 随时看房 
明珠花园 砚池山旁 带钥匙 看房方便 二环东路,明珠花园,姚家,3室2厅 ,141.07, 南 , 精装 ,7, 板楼,15, 3个月以前发布,2950000.0,"20,912元/平",VR房源 随时看房 
大舜天成，房龄新，精装修，大平层，诚心出售。,大舜天成,文化东路,4室2厅 ,170.0, 南 北 , 精装 ,6, 板楼,81, 一年前发布,4390000.0,"25,824元/平",VR看装修 随时看房 
交付状态精装未住视野开阔  汉语金谷顺泰广场手慢无,万科金域华府,凤山路,3室2厅 ,100.08, 南 北 , 精装 ,29, 板楼,53, 6个月以前发布,2090000.0,"20,884元/平",VR看装修 随时看房 
配套服务齐全 省政府单位宿舍 大三室,洄龙小区,旅游路,3室2厅 ,183.63, 南 北 , 简装 ,12, 板楼,7, 2个月以前发布,5800000.0,"31,586元/平",VR看装修 随时看房 
甸柳八区3-1-1-1 85.99m² 200万 无上学记录,甸柳八区,甸柳,3室1厅 ,85.95, 南 北 , 简装 ,6, 板楼,46, 7个月以前发布,2090000.0,"24,317元/平",VR看装修 随时看房 
和平新村 一楼带院 有钥匙 随时看房子,和平新村,历东,2室1厅 ,45.0, 南 , 精装 ,5, 板楼,7,24,1350000.0,"30,000元/平",VR房源 随时看房 
历山名郡中间楼层，三室朝阳，车位地下室，诚心买。,历山名郡,文化西路,3室2厅 ,170.53, 南 北 , 简装 ,11, 板楼,32, 3个月以前发布,6800000.0,"39,876元/平",VR房源 
万科城！精装修！户型正！价格带地下室！诚心卖包高税,济南万科城,化纤厂路,3室2厅 ,117.74, 南 北 , 精装 ,34, 板楼,22, 1个月以前发布,2700000.0,"22,932元/平",近地铁 VR看装修 
历下刚需，精装修，免费停车，门口学 校。,东盛花园,凤山路,2室1厅 ,64.5, 南 北 , 简装 ,6, 板楼,16,23,850000.0,"13,179元/平",VR房源 
楼层好，精装修，视野宽阔，采光充足，配套设施,卓越时代广场,浆水泉区,1室1厅 ,29.59, 北 , 简装 ,20, 塔楼,24, 4个月以前发布,350000.0,"11,829元/平",VR房源 房本满两年 
羊头峪西沟 两居室 产权可贷款  南北通透  看房方便,羊头峪西沟,文化东路,2室1厅 ,62.87, 南 北 , 简装 ,5, 板楼,54, 一年前发布,1150000.0,"18,292元/平",VR看装修 房本满五年 
师东小区 2室1厅 南,师东小区,文化东路,2室1厅 ,58.64, 南 , 精装 ,5, 板楼,30, 3个月以前发布,1120000.0,"19,100元/平",VR看装修 房本满五年 
一居室采光好南向房子看房子方便,历园新村,花园路,1室1厅 ,41.53, 南 北 , 简装 ,7, 板楼,23, 3个月以前发布,600000.0,"14,448元/平",VR看装修 房本满五年 
山大路190到194号院 2室1厅 南 北,山大路190到194号院,甸柳,2室1厅 ,56.9, 南 北 , 其他 ,5, 板楼,6, 1个月以前发布,1295000.0,"22,760元/平",VR看装修 房本满五年 
电梯高层，全明户型，大明湖畔，双气，封闭式小区。,保利大明湖,大明湖站,2室1厅 ,67.73, 南 北 , 简装 ,13, 板楼,59, 9个月以前发布,1400000.0,"20,671元/平",近地铁 VR看装修 房本满两年 
棋盘小区中间楼层一居室小户型总价低诚意出售,棋盘小区三区,佛山街,1室1厅 ,41.65, 南 , 精装 ,6, 板楼,33, 10个月以前发布,794000.0,"19,064元/平",VR看装修 房本满五年 
历下刚需，好楼层，免费停车，生活成本低，诚心出售。,东盛花园,凤山路,2室1厅 ,63.69, 南 北 , 简装 ,6, 板楼,53, 4个月以前发布,860000.0,"13,503元/平",VR看装修 房本满五年 
广电宿舍 小户型 总价低 停车方便,广电宿舍,文化西路,1室0厅 ,35.22, 南 , 简装 ,5, 板楼,9, 2个月以前发布,910000.0,"25,838元/平",VR看装修 房本满五年 
名士二区，南北通透，全明户型，单独洗衣房，诚心出售,名士豪庭2区,浆水泉区,2室2厅 ,95.2, 南 北 , 精装 ,18, 板楼,13, 2个月以前发布,2370000.0,"24,895元/平",VR看装修 房本满五年 
采光充足，交通便利，视野广，层高较高,天泰山大e号,文化东路,1室1厅 ,38.4, 东 , 毛坯 ,26, 板楼,15, 一年前发布,485000.0,"12,631元/平",VR房源 房本满两年 
绿景尚品　山大南山大路　电梯洋房高绿化,绿景尚品,山大路,2室1厅 ,92.18, 南 , 精装 ,10, 板楼,9, 5个月以前发布,2560000.0,"27,772元/平",VR看装修 房本满五年 
精装修南北通透，带100多平露台，种花种菜，适宜居住,黄金99景城,燕山,2室2厅 ,96.63, 南 北 , 精装 ,20, 板楼,32, 6个月以前发布,2390000.0,"24,734元/平",VR看装修 房本满两年 
历下区 BDR3旁.   万科精装房.,济南万科城,化纤厂路,2室2厅 ,79.14, 南 北 , 精装 ,29, 板楼,11, 2个月以前发布,1720000.0,"21,734元/平",VR看装修 房本满两年 
二区，不沿街，东户，客厅带窗，三居，楼层低,甸柳二区,甸柳,3室1厅 ,70.31, 南 北 , 简装 ,5, 板楼,39, 5个月以前发布,2090000.0,"29,726元/平",VR看装修 房本满五年 
和平新村 3室1厅 南 北,和平新村,历东,3室1厅 ,85.6, 南 北 , 简装 ,5, 板楼,1, 1个月以前发布,1900000.0,"22,197元/平",VR看装修 房本满两年 随时看房 
